source_signature,taxonomy_group,source_resolution_level,uid_count,taxid,organism_name,species_name,direct_taxid_in_ncbi_all,species_name_in_ncbi_all,organism_name_in_ncbi_all,union_in_ncbi_all,union_in_ncbi_no_predictions,union_in_ncbi2gtdb,trait_count_ncbi_all
proteome:UP000000225,target_bacteria,proteome,225,382245,Aeromonas salmonicida (strain A449),aeromonas salmonicida,False,True,True,True,True,True,181
proteome:UP000000230,target_bacteria,proteome,342,399742,Enterobacter sp. (strain 638),enterobacter sp.,False,False,False,False,False,True,0
proteome:UP000000231,target_bacteria,proteome,120,312153,Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus),polynucleobacter asymbioticus,False,True,True,True,True,True,158
proteome:UP000000233,target_bacteria,proteome,196,379731,Stutzerimonas stutzeri (strain A1501) (Pseudomonas stutzeri),stutzerimonas stutzeri,False,True,True,True,True,True,189
proteome:UP000000235,target_bacteria,proteome,100,369723,Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440),salinispora tropica,False,True,True,True,True,True,147
proteome:UP000000238,target_bacteria,proteome,234,349521,Hahella chejuensis (strain KCTC 2396),hahella chejuensis,False,True,True,True,True,True,134
proteome:UP000000239,target_bacteria,proteome,225,290398,Chromohalobacter israelensis (strain ATCC BAA-138 / DSM 3043 / CIP 106854 / NCIMB 13768 / 1H11) (Chromohalobacter salexigens),chromohalobacter israelensis,False,True,True,True,True,True,159
proteome:UP000000240,target_bacteria,proteome,145,272622,Lactococcus lactis subsp. cremoris (strain SK11),lactococcus lactis subsp. cremoris,False,False,False,False,False,True,0
proteome:UP000000242,target_archaea,proteome,88,399549,Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2),metallosphaera sedula,False,True,True,True,True,True,134
proteome:UP000000245,target_bacteria,proteome,131,349163,Acidiphilium cryptum (strain JF-5),acidiphilium cryptum,False,True,True,True,True,True,148
proteome:UP000000247,target_bacteria,proteome,122,412965,Vesicomyosocius okutanii subsp. Calyptogena okutanii (strain HA),vesicomyosocius okutanii,False,False,False,False,False,True,0
proteome:UP000000248,target_bacteria,proteome,101,246195,Dichelobacter nodosus (strain VCS1703A),dichelobacter nodosus,False,True,True,True,True,True,157
proteome:UP000000249,target_bacteria,proteome,226,345073,Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395),vibrio cholerae,False,True,False,True,True,True,202
proteome:UP000000253,target_archaea,proteome,141,402880,Methanococcus maripaludis (strain C5 / ATCC BAA-1333),methanococcus maripaludis,False,False,False,False,False,True,0
proteome:UP000000254,target_archaea,proteome,46,399550,Staphylothermus marinus (strain ATCC 43588 / DSM 3639 / JCM 9404 / F1),staphylothermus marinus,False,True,True,True,True,True,134
proteome:UP000000256,target_bacteria,proteome,118,351627,Caldicellulosiruptor saccharolyticus (strain ATCC 43494 / DSM 8903 / Tp8T 6331),caldicellulosiruptor saccharolyticus,False,False,False,False,False,True,0
proteome:UP000000260,target_bacteria,proteome,302,290339,Cronobacter sakazakii (strain ATCC BAA-894) (Enterobacter sakazakii),cronobacter sakazakii,False,True,True,True,True,True,176
proteome:UP000000262,target_archaea,proteome,59,453591,Ignicoccus hospitalis (strain KIN4/I / DSM 18386 / JCM 14125),ignicoccus hospitalis,False,True,True,True,True,True,137
proteome:UP000000263,target_bacteria,proteome,115,383372,Roseiflexus castenholzii (strain DSM 13941 / HLO8),roseiflexus castenholzii,False,True,True,True,True,True,139
proteome:UP000000265,target_bacteria,proteome,343,272620,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),klebsiella pneumoniae,False,False,False,False,False,True,0
proteome:UP000000267,target_fungi,proteome,52,436907,Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17) (Kluyveromyces polysporus),vanderwaltozyma polyspora,False,False,False,False,False,False,0
proteome:UP000000268,target_bacteria,proteome,142,329726,Acaryochloris marina (strain MBIC 11017),acaryochloris marina,False,False,False,False,False,True,0
proteome:UP000000269,target_bacteria,proteome,107,350688,Alkaliphilus oremlandii (strain OhILAs) (Clostridium oremlandii (strain OhILAs)),alkaliphilus oremlandii,False,True,False,True,True,True,134
proteome:UP000000270,target_bacteria,proteome,128,438753,Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / LMG 6465 / NBRC 14845 / NCIMB 13405 / ORS 571),azorhizobium caulinodans,False,True,True,True,True,True,160
proteome:UP000000271,target_bacteria,proteome,1,439292,Bacillus selenitireducens (strain ATCC 700615 / DSM 15326 / MLS10),salisediminibacterium selenitireducens,False,True,False,True,True,True,135
proteome:UP000000272,target_bacteria,proteome,1,555079,Thermosediminibacter oceani (strain ATCC BAA-1034 / DSM 16646 / JW/IW-1228P),thermosediminibacter oceani,False,True,True,True,True,True,134
proteome:UP000000276,target_bacteria,proteome,2,681645,Corynebacterium pseudotuberculosis (strain C231),corynebacterium pseudotuberculosis,False,True,True,True,True,True,160
proteome:UP000000286,target_fungi,proteome,8,643680,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),saccharomyces cerevisiae,False,False,False,False,False,False,0
proteome:UP000000314,target_fungi,proteome,22,644223,Komagataella phaffii (strain GS115 / ATCC 20864) (Yeast) (Pichia pastoris),komagataella phaffii,False,False,False,False,False,False,0
proteome:UP000000322,target_bacteria,proteome,4,446469,Sanguibacter keddieii (strain ATCC 51767 / DSM 10542 / NCFB 3025 / ST-74),sanguibacter keddieii,False,True,True,True,True,False,155
proteome:UP000000323,target_bacteria,proteome,1,525904,Thermobaculum terrenum (strain ATCC BAA-798 / CCMEE 7001 / YNP1),thermobaculum terrenum,False,True,True,True,True,True,138
proteome:UP000000328,target_bacteria,proteome,1,749927,Amycolatopsis mediterranei (strain U-32),amycolatopsis mediterranei,False,True,True,True,True,True,148
proteome:UP000000329,target_bacteria,proteome,1,757424,Herbaspirillum seropedicae (strain SmR1),herbaspirillum seropedicae,False,True,True,True,True,True,151
proteome:UP000000333,target_bacteria,proteome,1,633147,Olsenella uli (strain ATCC 49627 / DSM 7084 / CCUG 31166 / CIP 109912 / JCM 12494 / LMG 11480 / NCIMB 702895 / VPI D76D-27C) (Lactobacillus uli),olsenella uli,False,True,True,True,True,True,153
proteome:UP000000343,target_bacteria,proteome,1,1198114,Granulicella tundricola (strain ATCC BAA-1859 / DSM 23138 / MP5ACTX9),granulicella tundricola,False,True,True,True,True,True,155
proteome:UP000000345,target_archaea,proteome,59,79929,Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum),methanothermobacter marburgensis,False,False,False,False,False,True,0
proteome:UP000000346,target_archaea,proteome,2,666510,Acidilobus saccharovorans (strain DSM 16705 / JCM 18335 / VKM B-2471 / 345-15),acidilobus saccharovorans,False,True,True,True,True,True,134
proteome:UP000000361,target_bacteria,proteome,160,318586,Paracoccus denitrificans (strain Pd 1222),paracoccus denitrificans,False,True,True,True,True,True,167
proteome:UP000000362,target_bacteria,proteome,98,203120,Leuconostoc mesenteroides subsp. mesenteroides (strain ATCC 8293 / DSM 20343 / BCRC 11652 / CCM 1803 / JCM 6124 / NCDO 523 / NBRC 100496 / NCIMB 8023 / NCTC 12954 / NRRL B-1118 / 37Y),leuconostoc mesenteroides,False,True,False,True,True,True,188
proteome:UP000000364,target_bacteria,proteome,164,416870,Lactococcus lactis subsp. cremoris (strain MG1363),lactococcus lactis subsp. cremoris,False,False,False,False,False,True,0
proteome:UP000000365,target_archaea,proteome,87,410358,Methanocorpusculum labreanum (strain ATCC 43576 / DSM 4855 / Z),methanocorpusculum labreanum,False,False,False,False,False,True,0
proteome:UP000000366,target_bacteria,proteome,153,420662,Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),methylibium petroleiphilum,False,True,True,True,True,True,144
proteome:UP000000370,target_bacteria,proteome,117,357809,Lachnoclostridium phytofermentans (strain ATCC 700394 / DSM 18823 / ISDg) (Clostridium phytofermentans),lachnoclostridium phytofermentans,False,True,True,True,True,True,147
proteome:UP000000374,target_bacteria,proteome,129,391735,Verminephrobacter eiseniae (strain EF01-2),verminephrobacter eiseniae,False,True,True,True,True,True,150
proteome:UP000000376,target_bacteria,proteome,1,644284,Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / CCM 5947 / CCUG 17215 / LMG 16163 / NBRC 15585 / NCTC 8452 / 11018),arcanobacterium haemolyticum,False,True,True,True,True,True,197
proteome:UP000000377,target_bacteria,proteome,5,749414,Streptomyces bingchenggensis (strain BCW-1),streptomyces bingchenggensis,False,True,True,True,True,True,132
proteome:UP000000390,target_archaea,proteome,3,795797,Halalkalicoccus jeotgali (strain DSM 18796 / CECT 7217 / JCM 14584 / KCTC 4019 / B3),halalkalicoccus jeotgali,False,False,False,False,False,True,0
proteome:UP000000391,target_archaea,proteome,4,644295,Methanohalobium evestigatum (strain ATCC BAA-1072 / DSM 3721 / NBRC 107634 / OCM 161 / Z-7303),methanohalobium evestigatum,False,False,False,False,False,True,0
proteome:UP000000416,target_bacteria,proteome,254,198804,Buchnera aphidicola subsp. Schizaphis graminum (strain Sg),buchnera aphidicola,False,True,False,True,True,True,133
proteome:UP000000417,target_bacteria,proteome,189,292459,Symbiobacterium thermophilum (strain DSM 24528 / JCM 14929 / IAM 14863 / T),symbiobacterium thermophilum,False,True,True,True,True,True,135
proteome:UP000000419,target_bacteria,proteome,270,224914,Brucella melitensis biotype 1 (strain ATCC 23456 / CCUG 17765 / NCTC 10094 / 16M),brucella melitensis,False,False,False,False,False,True,0
proteome:UP000000420,target_bacteria,proteome,263,314565,Xanthomonas campestris pv. campestris (strain 8004),xanthomonas campestris,False,True,False,True,True,True,160
proteome:UP000000421,target_bacteria,proteome,157,283166,Bartonella henselae (strain ATCC 49882 / DSM 28221 / CCUG 30454 / Houston 1) (Rochalimaea henselae),bartonella henselae,False,True,True,True,True,True,159
proteome:UP000000422,target_bacteria,proteome,190,273121,Wolinella succinogenes (strain ATCC 29543 / DSM 1740 / CCUG 13145 / JCM 31913 / LMG 7466 / NCTC 11488 / FDC 602W) (Vibrio succinogenes),wolinella succinogenes,False,True,True,True,True,True,134
proteome:UP000000423,target_bacteria,proteome,76,273119,Ureaplasma parvum serovar 3 (strain ATCC 700970),ureaplasma parvum,False,True,False,True,True,True,133
proteome:UP000000425,target_bacteria,proteome,279,122586,Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58),neisseria meningitidis,False,True,False,True,True,True,189
proteome:UP000000426,target_bacteria,proteome,310,205918,Pseudomonas syringae pv. syringae (strain B728a),pseudomonas syringae,False,True,False,True,True,True,164
proteome:UP000000428,target_bacteria,proteome,266,227882,Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680),streptomyces avermitilis,False,True,True,True,True,True,153
proteome:UP000000429,target_bacteria,proteome,274,85962,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),helicobacter pylori,False,True,True,True,True,True,177
proteome:UP000000430,target_bacteria,proteome,278,62977,Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1),acinetobacter baylyi,False,True,True,True,True,True,158
proteome:UP000000431,target_bacteria,proteome,140,272561,Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx),chlamydia trachomatis,False,False,False,False,False,True,0
proteome:UP000000432,target_bacteria,proteome,229,220668,Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum),lactiplantibacillus plantarum,False,True,True,True,True,True,183
proteome:UP000000433,target_bacteria,proteome,122,255470,Dehalococcoides mccartyi (strain CBDB1),dehalococcoides mccartyi,False,True,True,True,True,True,136
proteome:UP000000435,target_bacteria,proteome,86,269484,Ehrlichia canis (strain Jake),ehrlichia canis,False,True,True,True,True,True,132
proteome:UP000000438,target_archaea,proteome,108,1122961,Picrophilus torridus (strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828 / KAW 2/3),picrophilus oshimae,False,True,False,True,True,True,134
proteome:UP000000439,target_bacteria,proteome,143,206672,Bifidobacterium longum (strain NCC 2705),bifidobacterium longum,False,True,True,True,True,True,182
proteome:UP000000440,target_bacteria,proteome,216,197221,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1),thermosynechococcus vestitus,False,False,False,False,False,True,0
proteome:UP000000441,target_bacteria,proteome,183,361100,Bacillus cereus (strain Q1),bacillus cereus,False,True,True,True,True,True,201
proteome:UP000000442,target_bacteria,proteome,59,177437,Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum),desulforapulum autotrophicum,False,True,True,True,True,True,134
proteome:UP000000444,target_bacteria,proteome,155,396513,Staphylococcus carnosus (strain TM300),staphylococcus carnosus,False,True,True,True,True,True,164
proteome:UP000000445,target_bacteria,proteome,92,309803,Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E),thermotoga neapolitana,False,True,True,True,True,True,134
proteome:UP000000447,target_bacteria,proteome,60,309801,Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2),thermomicrobium roseum,False,True,True,True,True,True,134
proteome:UP000000448,target_bacteria,proteome,66,598659,Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH),nautilia profundicola,False,True,True,True,True,True,138
proteome:UP000000449,target_bacteria,proteome,116,218495,Streptococcus uberis (strain ATCC BAA-854 / 0140J),streptococcus uberis,False,True,True,True,True,True,177
proteome:UP000000450,target_bacteria,proteome,119,535289,Acidovorax ebreus (strain TPSY) (Diaphorobacter sp. (strain TPSY)),[acidovorax] ebreus,False,True,False,True,True,True,133
proteome:UP000000467,target_bacteria,proteome,1,1089553,Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB),thermacetogenium phaeum,False,True,True,True,True,True,137
proteome:UP000000491,target_bacteria,proteome,2,579138,Zymomonas mobilis subsp. pomaceae (strain ATCC 29192 / DSM 22645 / JCM 10191 / CCUG 17912 / NBRC 13757 / NCIMB 11200 / NRRL B-4491 / Barker I),zymomonas mobilis,False,True,False,True,True,True,162
proteome:UP000000499,target_bacteria,proteome,1,1051072,Streptococcus equi subsp. zooepidemicus (strain ATCC 35246 / C74-63),streptococcus equi,False,True,False,True,True,True,174
proteome:UP000000528,target_bacteria,proteome,78,272635,Mycoplasmopsis pulmonis (strain UAB CTIP) (Mycoplasma pulmonis),mycoplasmopsis pulmonis,False,True,True,True,True,True,135
proteome:UP000000529,target_bacteria,proteome,109,264201,Protochlamydia amoebophila (strain UWE25),candidatus protochlamydia amoebophila,False,False,False,False,False,True,0
proteome:UP000000530,target_bacteria,proteome,356,93062,Staphylococcus aureus (strain COL),staphylococcus aureus,False,True,True,True,True,True,202
proteome:UP000000531,target_bacteria,proteome,333,176279,Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A),staphylococcus epidermidis,False,True,True,True,True,True,200
proteome:UP000000532,target_bacteria,proteome,229,300852,Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8),thermus thermophilus,False,True,True,True,True,True,156
proteome:UP000000533,target_bacteria,proteome,84,302409,Ehrlichia ruminantium (strain Gardel),ehrlichia ruminantium,False,True,True,True,True,True,132
proteome:UP000000535,target_bacteria,proteome,220,242231,Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090),neisseria gonorrhoeae,False,True,True,True,True,True,194
proteome:UP000000536,target_archaea,proteome,216,69014,Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1)),thermococcus kodakarensis,False,True,False,True,True,True,133
proteome:UP000000537,target_bacteria,proteome,292,312309,Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri),aliivibrio fischeri,False,True,True,True,True,True,174
proteome:UP000000538,target_bacteria,proteome,402,321314,Salmonella choleraesuis (strain SC-B67),salmonella enterica,False,True,False,True,True,True,210
proteome:UP000000540,target_bacteria,proteome,231,262698,Brucella abortus biovar 1 (strain 9-941),brucella abortus,False,False,False,False,False,True,0
proteome:UP000000541,target_bacteria,proteome,2,90370,Salmonella typhi,salmonella enterica,False,True,False,True,True,True,210
proteome:UP000000543,target_bacteria,proteome,259,279808,Staphylococcus haemolyticus (strain JCSC1435),staphylococcus haemolyticus,False,True,True,True,True,True,183
proteome:UP000000545,target_bacteria,proteome,139,306537,Corynebacterium jeikeium (strain K411),corynebacterium jeikeium,False,True,True,True,True,True,178
proteome:UP000000546,target_bacteria,proteome,174,259536,Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4),psychrobacter arcticus,False,True,True,True,True,True,152
proteome:UP000000547,target_bacteria,proteome,231,167879,Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus),colwellia psychrerythraea,False,True,True,True,True,True,145
proteome:UP000000548,target_bacteria,proteome,43,262719,Mesomycoplasma hyopneumoniae (strain J / ATCC 25934 / NCTC 10110) (Mycoplasma hyopneumoniae),mesomycoplasma hyopneumoniae,False,True,True,True,True,True,134
proteome:UP000000549,target_bacteria,proteome,43,262723,Mycoplasmopsis synoviae (strain 53) (Mycoplasma synoviae),mycoplasmopsis synoviae,False,True,True,True,True,True,135
proteome:UP000000551,target_bacteria,proteome,297,264730,Pseudomonas savastanoi pv. phaseolicola (strain 1448A / Race 6) (Pseudomonas syringae pv. phaseolicola (strain 1448A / Race 6)),pseudomonas savastanoi,False,True,False,True,True,True,158
proteome:UP000000552,target_bacteria,proteome,322,266835,Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099)),mesorhizobium japonicum,False,True,False,True,True,True,146
proteome:UP000000553,target_bacteria,proteome,43,262722,Mesomycoplasma hyopneumoniae (strain 7448) (Mycoplasma hyopneumoniae),mesomycoplasma hyopneumoniae,False,True,True,True,True,True,134
proteome:UP000000554,target_archaea,proteome,203,64091,Halobacterium salinarum (strain ATCC 700922 / JCM 11081 / NRC-1) (Halobacterium halobium),halobacterium salinarum,False,False,False,False,False,True,0
proteome:UP000000555,target_bacteria,proteome,224,273068,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis),caldanaerobacter subterraneus,False,True,False,True,True,True,140
proteome:UP000000556,target_bacteria,proteome,387,160488,Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440),pseudomonas putida,False,True,True,True,True,True,194
proteome:UP000000557,target_bacteria,proteome,211,251221,Gloeobacter violaceus (strain ATCC 29082 / PCC 7421),gloeobacter violaceus,False,False,False,False,False,True,0
proteome:UP000000558,target_bacteria,proteome,3,83334,Escherichia coli O157:H7,escherichia coli,False,True,False,True,True,True,218
proteome:UP000000559,target_fungi,proteome,247,237561,Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast),candida albicans,False,False,False,False,False,False,0
proteome:UP000000560,target_fungi,proteome,240,227321,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),emericella nidulans,False,False,False,False,False,False,0
proteome:UP000000561,target_fungi,proteome,80,5270,Mycosarcoma maydis (Corn smut fungus) (Ustilago maydis),mycosarcoma maydis,False,False,False,False,False,False,0
proteome:UP000000562,target_bacteria,proteome,147,36870,Wigglesworthia glossinidia brevipalpis,wigglesworthia glossinidia,False,True,False,True,True,True,131
proteome:UP000000564,target_bacteria,proteome,181,198466,Streptococcus pyogenes serotype M3 (strain ATCC BAA-595 / MGAS315),streptococcus pyogenes,False,True,False,True,True,True,184
proteome:UP000000565,target_bacteria,proteome,157,290402,Clostridium beijerinckii (strain ATCC 51743 / NCIMB 8052) (Clostridium acetobutylicum),clostridium beijerinckii,False,True,True,True,True,True,174
proteome:UP000000566,target_bacteria,proteome,120,435591,Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152),parabacteroides distasonis,False,False,False,False,False,True,0
proteome:UP000000576,target_bacteria,proteome,291,190486,Xanthomonas axonopodis pv. citri (strain 306),xanthomonas citri,False,True,False,True,True,True,136
proteome:UP000000577,target_bacteria,proteome,220,243231,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA),geobacter sulfurreducens,False,True,True,True,True,True,134
proteome:UP000000578,target_archaea,proteome,24,228908,Nanoarchaeum equitans (strain Kin4-M),nanoarchaeum equitans,False,True,True,True,True,True,133
proteome:UP000000579,target_bacteria,proteome,516,71421,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),haemophilus influenzae,False,True,True,True,True,True,183
proteome:UP000000580,target_bacteria,proteome,219,262316,Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) (Mycobacterium paratuberculosis),mycobacterium avium,False,True,False,True,True,True,159
proteome:UP000000581,target_bacteria,proteome,118,257314,Lactobacillus johnsonii (strain CNCM I-12250 / La1 / NCC 533),lactobacillus johnsonii,False,True,True,True,True,True,168
proteome:UP000000582,target_bacteria,proteome,11,196627,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534),corynebacterium glutamicum,False,True,True,True,True,True,179
proteome:UP000000584,target_bacteria,proteome,442,243277,Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961),vibrio cholerae,False,True,False,True,True,True,202
proteome:UP000000585,target_bacteria,proteome,215,170187,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),streptococcus pneumoniae,False,True,False,True,True,True,191
proteome:UP000000586,target_bacteria,proteome,215,171101,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),streptococcus pneumoniae,False,True,True,True,True,True,191
proteome:UP000000588,target_bacteria,proteome,126,242619,Porphyromonas gingivalis (strain ATCC BAA-308 / W83),porphyromonas gingivalis,False,False,False,False,False,True,0
proteome:UP000000590,target_archaea,proteome,196,267377,Methanococcus maripaludis (strain DSM 14266 / JCM 13030 / NBRC 101832 / S2 / LL),methanococcus maripaludis,False,False,False,False,False,True,0
proteome:UP000000591,target_fungi,proteome,186,284811,Eremothecium gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Ashbya gossypii),eremothecium gossypii,False,False,False,False,False,False,0
proteome:UP000000592,target_bacteria,proteome,209,262724,Thermus thermophilus (strain ATCC BAA-163 / DSM 7039 / HB27),thermus thermophilus,False,True,True,True,True,True,156
proteome:UP000000593,target_bacteria,proteome,320,298386,Photobacterium profundum (strain SS9),photobacterium profundum,False,True,True,True,True,True,160
proteome:UP000000594,target_bacteria,proteome,9,1392,Bacillus anthracis,bacillus anthracis,True,True,True,True,True,True,139
proteome:UP000000595,target_archaea,proteome,251,192952,Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia),methanosarcina mazei,False,False,False,False,False,True,0
proteome:UP000000596,target_bacteria,proteome,356,282458,Staphylococcus aureus (strain MRSA252),staphylococcus aureus,False,True,True,True,True,True,202
proteome:UP000000597,target_bacteria,proteome,151,283165,Bartonella quintana (strain Toulouse) (Rochalimaea quintana),bartonella quintana,False,True,True,True,True,True,154
proteome:UP000000598,target_fungi,proteome,198,284590,Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica),kluyveromyces lactis,False,False,False,False,False,False,0
proteome:UP000000599,target_fungi,proteome,139,284592,Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii),debaryomyces hansenii,False,False,False,False,False,False,0
proteome:UP000000601,target_bacteria,proteome,216,224915,Buchnera aphidicola subsp. Baizongia pistaciae (strain Bp),buchnera aphidicola,False,True,False,True,True,True,133
proteome:UP000000602,target_bacteria,proteome,170,177439,Desulfotalea psychrophila (strain LSv54 / DSM 12343),desulfotalea psychrophila,False,True,True,True,True,True,146
proteome:UP000000603,target_bacteria,proteome,153,267747,Cutibacterium acnes (strain DSM 16379 / KPA171202) (Propionibacterium acnes),cutibacterium acnes,False,True,True,True,True,True,208
proteome:UP000000604,target_bacteria,proteome,156,257363,Rickettsia typhi (strain ATCC VR-144 / Wilmington),rickettsia typhi,False,True,True,True,True,True,134
proteome:UP000000605,target_bacteria,proteome,272,272560,Burkholderia pseudomallei (strain K96243),burkholderia pseudomallei,False,True,True,True,True,True,159
proteome:UP000000606,target_bacteria,proteome,272,279010,Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),bacillus licheniformis,False,True,True,True,True,True,179
proteome:UP000000607,target_bacteria,proteome,243,221988,Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E),[mannheimia] succiniciproducens,False,True,False,True,True,True,134
proteome:UP000000609,target_bacteria,proteome,202,272624,Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513),legionella pneumophila,False,True,False,True,True,True,179
proteome:UP000000611,target_bacteria,proteome,39,412419,Borrelia duttonii (strain Ly),borrelia duttonii,False,True,True,True,True,True,133
proteome:UP000000612,target_bacteria,proteome,38,412418,Borrelia recurrentis (strain A1),borrelia recurrentis,False,True,True,True,True,True,133
proteome:UP000000613,target_bacteria,proteome,336,550537,Salmonella enteritidis PT4 (strain P125109),salmonella enterica,False,True,False,True,True,True,210
proteome:UP000000625,target_bacteria,proteome,1177,83333,Escherichia coli (strain K12),escherichia coli,False,True,True,True,True,True,218
proteome:UP000000626,target_bacteria,proteome,269,122587,Neisseria meningitidis serogroup A / serotype 4A (strain DSM 15465 / Z2491),neisseria meningitidis,False,True,False,True,True,True,189
proteome:UP000000628,target_bacteria,proteome,3,471856,Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans),jonesia denitrificans,False,True,True,True,True,True,156
proteome:UP000000637,target_bacteria,proteome,104,290340,Paenarthrobacter aurescens (strain TC1),paenarthrobacter aurescens,False,True,True,True,True,True,152
proteome:UP000000639,target_bacteria,proteome,202,357804,Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37),psychromonas ingrahamii,False,True,True,True,True,True,157
proteome:UP000000641,target_archaea,proteome,33,368408,Thermofilum pendens (strain DSM 2475 / Hrk 5),thermofilum pendens,False,True,True,True,True,True,134
proteome:UP000000642,target_bacteria,proteome,340,393305,Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081),yersinia enterocolitica,False,True,False,True,True,True,196
proteome:UP000000643,target_bacteria,proteome,123,360095,"Bartonella bacilliformis (strain ATCC 35685 / KC583 / Herrer 020/F12,63)",bartonella bacilliformis,False,True,True,True,True,True,154
proteome:UP000000644,target_bacteria,proteome,157,365044,Polaromonas naphthalenivorans (strain CJ2),polaromonas naphthalenivorans,False,True,True,True,True,True,152
