source_signature,taxonomy_group,source_resolution_level,uid_count,taxid,organism_name,species_name,direct_taxid_in_ncbi_all,species_name_in_ncbi_all,organism_name_in_ncbi_all,union_in_ncbi_all,union_in_ncbi_no_predictions,union_in_ncbi2gtdb,trait_count_ncbi_all
taxon:5580|organism:aureobasidium pullulans (black yeast) (pullularia pullulans),target_fungi,taxon_organism,1,5580,Aureobasidium pullulans (Black yeast) (Pullularia pullulans),aureobasidium pullulans,False,False,False,False,False,False,0
taxon:558|organism:erwinia citreus,target_bacteria,taxon_organism,1,558,Erwinia citreus,erwinia citreus,False,False,False,False,False,True,0
taxon:559292|organism:saccharomyces cerevisiae (strain atcc 204508 / s288c) (baker's yeast),target_fungi,taxon_organism,3,559292,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),saccharomyces cerevisiae,False,False,False,False,False,False,0
taxon:55952|organism:streptomyces toyocaensis,target_bacteria,taxon_organism,2,55952,Streptomyces toyocaensis,streptomyces toyocaensis,True,True,True,True,True,True,133
taxon:5599|organism:alternaria alternata (alternaria rot fungus) (torula alternata),target_fungi,taxon_organism,13,5599,Alternaria alternata (Alternaria rot fungus) (Torula alternata),alternaria alternata,False,False,False,False,False,False,0
taxon:561231|organism:pectobacterium parmentieri (strain wpp163) (pectobacterium wasabiae (strain wpp163)),target_bacteria,taxon_organism,2,561231,Pectobacterium parmentieri (strain WPP163) (Pectobacterium wasabiae (strain WPP163)),pectobacterium parmentieri,False,True,False,True,True,True,141
taxon:561275|organism:mycobacterium bovis (strain bcg / tokyo 172 / atcc 35737 / tmc 1019),target_bacteria,taxon_organism,163,561275,Mycobacterium bovis (strain BCG / Tokyo 172 / ATCC 35737 / TMC 1019),mycobacterium tuberculosis,False,True,False,True,True,True,147
taxon:561276|organism:streptococcus pneumoniae (strain atcc 700669 / spain 23f-1),target_bacteria,taxon_organism,132,561276,Streptococcus pneumoniae (strain ATCC 700669 / Spain 23F-1),streptococcus pneumoniae,False,True,True,True,True,True,191
taxon:561501|organism:buchnera aphidicola subsp. acyrthosiphon pisum (strain tuc7),target_bacteria,taxon_organism,113,561501,Buchnera aphidicola subsp. Acyrthosiphon pisum (strain Tuc7),buchnera aphidicola,False,True,False,True,True,True,133
taxon:561879|organism:bacillus safensis,target_bacteria,taxon_organism,1,561879,Bacillus safensis,bacillus safensis,True,True,True,True,True,True,176
taxon:561896|organism:postia placenta (strain atcc 44394 / madison 698-r) (brown rot fungus) (poria monticola),target_fungi,taxon_organism,10,561896,Postia placenta (strain ATCC 44394 / Madison 698-R) (Brown rot fungus) (Poria monticola),rhodonia placenta,False,False,False,False,False,False,0
taxon:56197|organism:symbiobacterium sp. (strain sc-1),target_bacteria,taxon_organism,1,56197,Symbiobacterium sp. (strain SC-1),symbiobacterium sp.,False,False,False,False,False,False,0
taxon:5627|organism:grifola frondosa (maitake) (polyporus frondosus),target_fungi,taxon_organism,1,5627,Grifola frondosa (Maitake) (Polyporus frondosus),grifola frondosa,False,False,False,False,False,False,0
taxon:562|organism:escherichia coli,target_bacteria,taxon_organism,128,562,Escherichia coli,escherichia coli,True,True,True,True,True,True,218
taxon:563923|organism:myxococcus sp. (strain mx-b0),target_bacteria,taxon_organism,1,563923,Myxococcus sp. (strain Mx-B0),myxococcus sp.,False,False,False,False,False,True,0
taxon:563|organism:shimwellia blattae (escherichia blattae),target_bacteria,taxon_organism,1,563,Shimwellia blattae (Escherichia blattae),shimwellia blattae,True,True,True,True,True,True,158
taxon:56459|organism:xanthomonas vasicola,target_bacteria,taxon_organism,1,56459,Xanthomonas vasicola,xanthomonas vasicola,True,True,True,True,True,True,133
taxon:56467|organism:ampulloclitocybe clavipes (club foot) (clitocybe clavipes),target_fungi,taxon_organism,3,56467,Ampulloclitocybe clavipes (Club foot) (Clitocybe clavipes),ampulloclitocybe clavipes,False,False,False,False,False,False,0
taxon:564|organism:escherichia fergusonii,target_bacteria,taxon_organism,1,564,Escherichia fergusonii,escherichia fergusonii,True,True,True,True,True,True,180
taxon:565042|organism:bifidobacterium longum subsp. longum (strain atcc 15707 / dsm 20219 / jcm 1217 / nctc 11818 / e194b),target_bacteria,taxon_organism,6,565042,Bifidobacterium longum subsp. longum (strain ATCC 15707 / DSM 20219 / JCM 1217 / NCTC 11818 / E194b),bifidobacterium longum,False,True,False,True,True,True,182
taxon:565|organism:atlantibacter hermannii (escherichia hermannii),target_bacteria,taxon_organism,1,565,Atlantibacter hermannii (Escherichia hermannii),atlantibacter hermannii,True,True,True,True,True,True,171
taxon:56636|organism:aeropyrum pernix,target_archaea,taxon_organism,1,56636,Aeropyrum pernix,aeropyrum pernix,True,True,True,True,True,True,138
taxon:56641|organism:fusarium cerealis (fusarium crookwellense),target_fungi,taxon_organism,1,56641,Fusarium cerealis (Fusarium crookwellense),fusarium cerealis,False,False,False,False,False,False,0
taxon:566679|organism:bradyrhizobium sp. (strain ors 375),target_bacteria,taxon_organism,1,566679,Bradyrhizobium sp. (strain ORS 375),bradyrhizobium sp.,False,False,False,False,False,True,0
taxon:56673|organism:antarctic bacterium ds2-3r,target_bacteria,taxon_organism,1,56673,Antarctic bacterium DS2-3R,antarctic bacterium,False,False,False,False,False,False,0
taxon:566|organism:pseudescherichia vulneris (escherichia vulneris),target_bacteria,taxon_organism,12,566,Pseudescherichia vulneris (Escherichia vulneris),pseudescherichia vulneris,True,True,True,True,True,True,176
taxon:56812|organism:shewanella frigidimarina,target_bacteria,taxon_organism,1,56812,Shewanella frigidimarina,shewanella frigidimarina,True,True,True,True,True,True,163
taxon:568206|organism:bacillus anthracis (strain cdc 684 / nrrl 3495),target_bacteria,taxon_organism,198,568206,Bacillus anthracis (strain CDC 684 / NRRL 3495),bacillus anthracis,False,True,True,True,True,True,139
taxon:56877|organism:helicobacter bizzozeronii,target_bacteria,taxon_organism,2,56877,Helicobacter bizzozeronii,helicobacter bizzozeronii,True,True,True,True,True,True,131
taxon:568813|organism:streptococcus suis (strain sc84),target_bacteria,taxon_organism,2,568813,Streptococcus suis (strain SC84),streptococcus suis,False,True,True,True,True,True,184
taxon:568819|organism:listeria monocytogenes serotype 4b (strain clip80459),target_bacteria,taxon_organism,175,568819,Listeria monocytogenes serotype 4b (strain CLIP80459),listeria monocytogenes,False,True,False,True,True,True,204
taxon:56956|organism:thermus brockianus,target_bacteria,taxon_organism,1,56956,Thermus brockianus,thermus brockianus,True,True,True,True,True,False,137
taxon:569|organism:hafnia alvei,target_bacteria,taxon_organism,1,569,Hafnia alvei,hafnia alvei,True,True,True,True,True,True,179
taxon:56|organism:sorangium cellulosum (polyangium cellulosum),target_bacteria,taxon_organism,1,56,Sorangium cellulosum (Polyangium cellulosum),sorangium cellulosum,True,True,True,True,True,True,137
taxon:57038|organism:pseudomonas wisconsinensis,target_bacteria,taxon_organism,1,57038,Pseudomonas wisconsinensis,pseudomonas wisconsinensis,False,False,False,False,False,False,0
taxon:57040|organism:malonomonas rubra,target_bacteria,taxon_organism,6,57040,Malonomonas rubra,malonomonas rubra,True,True,True,True,True,True,137
taxon:570417|organism:wolbachia pipientis subsp. culex pipiens (strain wpip),target_bacteria,taxon_organism,74,570417,Wolbachia pipientis subsp. Culex pipiens (strain wPip),wolbachia endosymbiont of culex quinquefasciatus,False,False,False,False,False,True,0
taxon:57045|organism:salmonella paratyphi b (salmonella enterica subsp. enterica serovar paratyphi b),target_bacteria,taxon_organism,1,57045,Salmonella paratyphi B (Salmonella enterica subsp. enterica serovar Paratyphi B),salmonella enterica,False,True,False,True,True,True,210
taxon:57174|organism:caldococcus noboribetus,target_archaea,taxon_organism,1,57174,Caldococcus noboribetus,caldococcus noboribetus,False,False,False,False,False,False,0
taxon:571|organism:klebsiella oxytoca,target_bacteria,taxon_organism,22,571,Klebsiella oxytoca,klebsiella oxytoca,False,False,False,False,False,True,0
taxon:573235|organism:escherichia coli o26:h11 (strain 11368 / ehec),target_bacteria,taxon_organism,5,573235,Escherichia coli O26:H11 (strain 11368 / EHEC),escherichia coli,False,True,False,True,True,True,218
taxon:573841|organism:sordaria araneosa (pleurage araneosa),target_fungi,taxon_organism,4,573841,Sordaria araneosa (Pleurage araneosa),sordaria araneosa,False,False,False,False,False,False,0
taxon:573|organism:klebsiella pneumoniae,target_bacteria,taxon_organism,86,573,Klebsiella pneumoniae,klebsiella pneumoniae,False,False,False,False,False,True,0
taxon:574560|organism:photorhabdus temperata,target_bacteria,taxon_organism,1,574560,Photorhabdus temperata,photorhabdus temperata,True,True,True,True,True,True,154
taxon:574|organism:klebsiella pneumoniae subsp. ozaenae,target_bacteria,taxon_organism,2,574,Klebsiella pneumoniae subsp. ozaenae,klebsiella pneumoniae,False,False,False,False,False,True,0
taxon:575|organism:raoultella planticola (klebsiella planticola),target_bacteria,taxon_organism,2,575,Raoultella planticola (Klebsiella planticola),raoultella planticola,False,False,False,False,False,True,0
taxon:57679|organism:cutaneotrichosporon curvatum (oleaginous yeast) (cryptococcus curvatus),target_fungi,taxon_organism,1,57679,Cutaneotrichosporon curvatum (Oleaginous yeast) (Cryptococcus curvatus),cutaneotrichosporon curvatum,False,False,False,False,False,False,0
taxon:576|organism:klebsiella sp,target_bacteria,taxon_organism,2,576,Klebsiella sp,klebsiella sp,False,False,False,False,False,False,0
taxon:57706|organism:citrobacter braakii,target_bacteria,taxon_organism,1,57706,Citrobacter braakii,citrobacter braakii,True,True,True,True,True,True,179
taxon:577|organism:raoultella terrigena (klebsiella terrigena),target_bacteria,taxon_organism,5,577,Raoultella terrigena (Klebsiella terrigena),raoultella terrigena,False,False,False,False,False,True,0
taxon:578113|organism:cytospora mali (apple valsa canker fungus) (valsa mali),target_fungi,taxon_organism,1,578113,Cytospora mali (Apple Valsa canker fungus) (Valsa mali),cytospora mali,False,False,False,False,False,False,0
taxon:580050|organism:bifidobacterium animalis subsp. lactis (strain bl-04 / dgcc2908 / rb 4825 / sd5219),target_bacteria,taxon_organism,1,580050,Bifidobacterium animalis subsp. lactis (strain Bl-04 / DGCC2908 / RB 4825 / SD5219),bifidobacterium animalis,False,True,False,True,True,True,184
taxon:580|organism:kluyvera cryocrescens (kluyvera citrophila),target_bacteria,taxon_organism,1,580,Kluyvera cryocrescens (Kluyvera citrophila),kluyvera cryocrescens,True,True,True,True,True,True,175
taxon:58172|organism:paenibacillus sp,target_bacteria,taxon_organism,1,58172,Paenibacillus sp,paenibacillus sp,False,False,False,False,False,False,0
taxon:58231|organism:treponema medium,target_bacteria,taxon_organism,1,58231,Treponema medium,treponema medium,True,True,True,True,True,True,132
taxon:582|organism:morganella morganii (proteus morganii),target_bacteria,taxon_organism,8,582,Morganella morganii (Proteus morganii),morganella morganii,True,True,True,True,True,True,180
taxon:58346|organism:streptomyces platensis,target_bacteria,taxon_organism,2,58346,Streptomyces platensis,streptomyces platensis,True,True,True,True,True,True,130
taxon:58351|organism:kitasatospora kifunensis (streptomyces kifunensis),target_bacteria,taxon_organism,1,58351,Kitasatospora kifunensis (Streptomyces kifunensis),kitasatospora kifunensis,True,True,True,True,True,True,151
taxon:584|organism:proteus mirabilis,target_bacteria,taxon_organism,13,584,Proteus mirabilis,proteus mirabilis,True,True,True,True,True,True,187
taxon:585034|organism:escherichia coli o8 (strain iai1),target_bacteria,taxon_organism,358,585034,Escherichia coli O8 (strain IAI1),escherichia coli,False,True,False,True,True,True,218
taxon:585054|organism:escherichia fergusonii (strain atcc 35469 / dsm 13698 / ccug 18766 / iam 14443 / jcm 21226 / lmg 7866 / nbrc 102419 / nctc 12128 / cdc 0568-73),target_bacteria,taxon_organism,1,585054,Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73),escherichia fergusonii,False,True,True,True,True,True,180
taxon:585395|organism:escherichia coli o103:h2 (strain 12009 / ehec),target_bacteria,taxon_organism,5,585395,Escherichia coli O103:H2 (strain 12009 / EHEC),escherichia coli,False,True,False,True,True,True,218
taxon:585396|organism:escherichia coli o111:h- (strain 11128 / ehec),target_bacteria,taxon_organism,5,585396,Escherichia coli O111:H- (strain 11128 / EHEC),escherichia coli,False,True,False,True,True,True,218
taxon:585|organism:proteus vulgaris,target_bacteria,taxon_organism,8,585,Proteus vulgaris,proteus vulgaris,True,True,True,True,True,False,184
taxon:58712|organism:salmonella anatum,target_bacteria,taxon_organism,2,58712,Salmonella anatum,salmonella enterica,False,True,False,True,True,True,210
taxon:587|organism:providencia rettgeri,target_bacteria,taxon_organism,1,587,Providencia rettgeri,providencia rettgeri,True,True,True,True,True,True,178
taxon:588|organism:providencia stuartii,target_bacteria,taxon_organism,5,588,Providencia stuartii,providencia stuartii,True,True,True,True,True,True,178
taxon:590939|organism:aspergillus pachycristata (strain atcc 58397 / kctc 6058 / nrrl 11440 / a42355) (aspergillus nidulans var. roseus),target_fungi,taxon_organism,2,590939,Aspergillus pachycristata (strain ATCC 58397 / KCTC 6058 / NRRL 11440 / A42355) (Aspergillus nidulans var. roseus),aspergillus pachycristata,False,False,False,False,False,False,0
taxon:591020|organism:shigella flexneri serotype x (strain 2002017),target_bacteria,taxon_organism,6,591020,Shigella flexneri serotype X (strain 2002017),shigella flexneri,False,True,False,True,True,True,180
taxon:591153|organism:pseudomonas syringae pv. syringae (strain ff5),target_bacteria,taxon_organism,1,591153,Pseudomonas syringae pv. syringae (strain FF5),pseudomonas syringae,False,True,False,True,True,True,164
taxon:591157|organism:streptomyces sp. (strain spb78),target_bacteria,taxon_organism,1,591157,Streptomyces sp. (strain SPB78),streptomyces sp.,False,False,False,False,False,True,0
taxon:591159|organism:streptomyces viridochromogenes (strain dsm 40736 / jcm 4977 / bcrc 1201 / tue 494),target_bacteria,taxon_organism,2,591159,Streptomyces viridochromogenes (strain DSM 40736 / JCM 4977 / BCRC 1201 / Tue 494),streptomyces viridochromogenes,False,True,True,True,True,True,138
taxon:592021|organism:bacillus anthracis (strain a0248),target_bacteria,taxon_organism,193,592021,Bacillus anthracis (strain A0248),bacillus anthracis,False,True,True,True,True,True,139
taxon:59205|organism:salmonella houtenae,target_bacteria,taxon_organism,1,59205,Salmonella houtenae,salmonella enterica,False,True,False,True,True,True,210
taxon:592205|organism:helicobacter pylori (strain b38),target_bacteria,taxon_organism,2,592205,Helicobacter pylori (strain B38),helicobacter pylori,False,True,True,True,True,True,177
taxon:59374|organism:fibrobacter succinogenes (strain atcc 19169 / s85),target_bacteria,taxon_organism,3,59374,Fibrobacter succinogenes (strain ATCC 19169 / S85),fibrobacter succinogenes,False,False,False,False,False,True,0
taxon:59405|organism:thauera aromatica,target_bacteria,taxon_organism,23,59405,Thauera aromatica,thauera aromatica,True,True,True,True,True,True,134
taxon:59406|organism:aromatoleum evansii (azoarcus evansii),target_bacteria,taxon_organism,10,59406,Aromatoleum evansii (Azoarcus evansii),aromatoleum evansii,True,True,True,True,True,True,20
taxon:594|organism:salmonella gallinarum,target_bacteria,taxon_organism,2,594,Salmonella gallinarum,salmonella enterica,False,True,False,True,True,True,210
taxon:595495|organism:escherichia coli (strain atcc 55124 / ko11fl),target_bacteria,taxon_organism,1,595495,Escherichia coli (strain ATCC 55124 / KO11FL),escherichia coli,False,True,True,True,True,True,218
taxon:595496|organism:escherichia coli (strain k12 / mc4100 / bw2952),target_bacteria,taxon_organism,348,595496,Escherichia coli (strain K12 / MC4100 / BW2952),escherichia coli,False,True,True,True,True,True,218
taxon:595605|organism:sphingobium wenxiniae (strain dsm 21828 / cgmcc 1.7748 / jz-1),target_bacteria,taxon_organism,1,595605,Sphingobium wenxiniae (strain DSM 21828 / CGMCC 1.7748 / JZ-1),sphingobium wenxiniae,True,True,True,True,True,True,97
taxon:595|organism:salmonella infantis,target_bacteria,taxon_organism,1,595,Salmonella infantis,salmonella enterica,False,True,False,True,True,True,210
taxon:596|organism:salmonella muenchen,target_bacteria,taxon_organism,4,596,Salmonella muenchen,salmonella enterica,False,True,False,True,True,True,210
taxon:5970|organism:exophiala dermatitidis (black yeast-like fungus) (wangiella dermatitidis),target_fungi,taxon_organism,1,5970,Exophiala dermatitidis (Black yeast-like fungus) (Wangiella dermatitidis),exophiala dermatitidis,False,False,False,False,False,False,0
taxon:597|organism:salmonella potsdam,target_bacteria,taxon_organism,1,597,Salmonella potsdam,salmonella enterica,False,True,False,True,True,True,210
taxon:59822|organism:desulfurococcus sp. (strain sy),target_archaea,taxon_organism,1,59822,Desulfurococcus sp. (strain SY),desulfurococcus sp.,False,False,False,False,False,True,0
taxon:59918|organism:pseudomonas sp. (strain 113),target_bacteria,taxon_organism,1,59918,Pseudomonas sp. (strain 113),pseudomonas sp.,False,False,False,False,False,False,0
taxon:59931|organism:synechococcus sp. (strain wh7805),target_bacteria,taxon_organism,3,59931,Synechococcus sp. (strain WH7805),synechococcus sp.,False,False,False,False,False,False,0
taxon:599|organism:salmonella sp,target_bacteria,taxon_organism,3,599,Salmonella sp,salmonella sp,False,False,False,False,False,False,0
taxon:600|organism:salmonella thompson,target_bacteria,taxon_organism,1,600,Salmonella thompson,salmonella enterica,False,True,False,True,True,True,210
taxon:60167|organism:penicillium cyclopium,target_fungi,taxon_organism,2,60167,Penicillium cyclopium,penicillium cyclopium,False,False,False,False,False,False,0
taxon:60175|organism:penicillium nalgiovense,target_fungi,taxon_organism,1,60175,Penicillium nalgiovense,penicillium nalgiovense,False,False,False,False,False,False,0
taxon:60480|organism:shewanella sp. (strain mr-4),target_bacteria,taxon_organism,236,60480,Shewanella sp. (strain MR-4),shewanella sp.,False,False,False,False,False,True,0
taxon:60481|organism:shewanella sp. (strain mr-7),target_bacteria,taxon_organism,239,60481,Shewanella sp. (strain MR-7),shewanella sp.,False,False,False,False,False,True,0
taxon:605|organism:salmonella pullorum,target_bacteria,taxon_organism,1,605,Salmonella pullorum,salmonella enterica,False,True,False,True,True,True,210
taxon:60894|organism:saccharopolyspora spinosa,target_bacteria,taxon_organism,4,60894,Saccharopolyspora spinosa,saccharopolyspora spinosa,True,True,True,True,True,True,152
taxon:61016|organism:virgibacillus salexigens (salibacillus salexigens),target_bacteria,taxon_organism,1,61016,Virgibacillus salexigens (Salibacillus salexigens),virgibacillus salexigens,True,True,True,True,True,True,104
taxon:614|organism:serratia liquefaciens,target_bacteria,taxon_organism,2,614,Serratia liquefaciens,serratia liquefaciens,True,True,True,True,True,True,174
taxon:615|organism:serratia marcescens,target_bacteria,taxon_organism,41,615,Serratia marcescens,serratia marcescens,True,True,True,True,True,True,198
taxon:61646|organism:lelliottia amnigena (enterobacter amnigenus),target_bacteria,taxon_organism,1,61646,Lelliottia amnigena (Enterobacter amnigenus),lelliottia amnigena,True,True,True,True,True,True,155
taxon:61648|organism:kluyvera intermedia (enterobacter intermedius),target_bacteria,taxon_organism,1,61648,Kluyvera intermedia (Enterobacter intermedius),kluyvera intermedia,True,True,True,True,True,True,177
taxon:618|organism:serratia odorifera,target_bacteria,taxon_organism,1,618,Serratia odorifera,serratia odorifera,True,True,True,True,True,True,169
taxon:621|organism:shigella boydii,target_bacteria,taxon_organism,4,621,Shigella boydii,shigella boydii,True,True,True,True,True,True,179
taxon:622|organism:shigella dysenteriae,target_bacteria,taxon_organism,6,622,Shigella dysenteriae,shigella dysenteriae,True,True,True,True,True,True,175
taxon:623|organism:shigella flexneri,target_bacteria,taxon_organism,585,623,Shigella flexneri,shigella flexneri,True,True,True,True,True,True,180
taxon:624|organism:shigella sonnei,target_bacteria,taxon_organism,5,624,Shigella sonnei,shigella sonnei,True,True,True,True,True,True,179
taxon:627192|organism:sphingobium sp. (strain nbrc 103272 / syk-6),target_bacteria,taxon_organism,13,627192,Sphingobium sp. (strain NBRC 103272 / SYK-6),sphingobium sp.,False,False,False,False,False,True,0
taxon:630|organism:yersinia enterocolitica,target_bacteria,taxon_organism,20,630,Yersinia enterocolitica,yersinia enterocolitica,True,True,True,True,True,True,196
taxon:631|organism:yersinia intermedia,target_bacteria,taxon_organism,2,631,Yersinia intermedia,yersinia intermedia,True,True,True,True,True,True,183
taxon:632|organism:yersinia pestis,target_bacteria,taxon_organism,453,632,Yersinia pestis,yersinia pestis,True,True,True,True,True,True,135
taxon:633|organism:yersinia pseudotuberculosis,target_bacteria,taxon_organism,3,633,Yersinia pseudotuberculosis,yersinia pseudotuberculosis,True,True,True,True,True,True,187
taxon:63400|organism:arthroderma benhamiae (trichophyton mentagrophytes),target_fungi,taxon_organism,1,63400,Arthroderma benhamiae (Trichophyton mentagrophytes),arthroderma benhamiae,False,False,False,False,False,False,0
taxon:634176|organism:aggregatibacter aphrophilus (strain nj8700) (haemophilus aphrophilus),target_bacteria,taxon_organism,4,634176,Aggregatibacter aphrophilus (strain NJ8700) (Haemophilus aphrophilus),aggregatibacter aphrophilus,False,True,True,True,True,True,177
taxon:634|organism:yersinia bercovieri,target_bacteria,taxon_organism,1,634,Yersinia bercovieri,yersinia bercovieri,True,True,True,True,True,True,176
taxon:63559|organism:penicillium amagasakiense,target_fungi,taxon_organism,1,63559,Penicillium amagasakiense,penicillium amagasakiense,False,False,False,False,False,False,0
taxon:63577|organism:hypocrea atroviridis (trichoderma atroviride),target_fungi,taxon_organism,6,63577,Hypocrea atroviridis (Trichoderma atroviride),hypocrea atroviridis,False,False,False,False,False,False,0
taxon:636|organism:edwardsiella tarda,target_bacteria,taxon_organism,1,636,Edwardsiella tarda,edwardsiella tarda,True,True,True,True,True,True,172
taxon:637382|organism:yersinia pestis (strain d106004),target_bacteria,taxon_organism,2,637382,Yersinia pestis (strain D106004),yersinia pestis,False,True,True,True,True,True,135
taxon:637386|organism:yersinia pestis (strain z176003),target_bacteria,taxon_organism,1,637386,Yersinia pestis (strain Z176003),yersinia pestis,False,True,True,True,True,True,135
taxon:640131|organism:klebsiella variicola (strain at-22),target_bacteria,taxon_organism,6,640131,Klebsiella variicola (strain At-22),klebsiella variicola,False,False,False,False,False,True,0
taxon:641143|organism:capnocytophaga granulosa (strain atcc 51502 / dsm 11449 / jcm 8566 / lmg 16022 / nctc 12948 / b0611),target_bacteria,taxon_organism,2,641143,Capnocytophaga granulosa (strain ATCC 51502 / DSM 11449 / JCM 8566 / LMG 16022 / NCTC 12948 / B0611),capnocytophaga granulosa,False,False,False,False,False,True,0
taxon:64363|organism:dothistroma septosporum (red band needle blight fungus) (mycosphaerella pini),target_fungi,taxon_organism,2,64363,Dothistroma septosporum (Red band needle blight fungus) (Mycosphaerella pini),dothistroma septosporum,False,False,False,False,False,False,0
taxon:643680|organism:saccharomyces cerevisiae (strain lalvin ec1118 / prise de mousse) (baker's yeast),target_fungi,taxon_organism,2,643680,Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) (Baker's yeast),saccharomyces cerevisiae,False,False,False,False,False,False,0
taxon:644042|organism:lactiplantibacillus plantarum (strain jdm1) (lactobacillus plantarum),target_bacteria,taxon_organism,2,644042,Lactiplantibacillus plantarum (strain JDM1) (Lactobacillus plantarum),lactiplantibacillus plantarum,False,True,True,True,True,True,183
taxon:644107|organism:ruegeria lacuscaerulensis (strain dsm 11314 / kctc 2953 / iti-1157) (silicibacter lacuscaerulensis),target_bacteria,taxon_organism,2,644107,Ruegeria lacuscaerulensis (strain DSM 11314 / KCTC 2953 / ITI-1157) (Silicibacter lacuscaerulensis),ruegeria lacuscaerulensis,False,True,True,True,True,True,134
taxon:644132|organism:paecilomyces divaricatus (penicillium divaricatum),target_fungi,taxon_organism,3,644132,Paecilomyces divaricatus (Penicillium divaricatum),paecilomyces divaricatus,False,False,False,False,False,False,0
taxon:644651|organism:erwinia pyrifoliae (strain dsm 12163 / cip 106111 / ep16/96),target_bacteria,taxon_organism,3,644651,Erwinia pyrifoliae (strain DSM 12163 / CIP 106111 / Ep16/96),erwinia pyrifoliae,False,True,True,True,True,True,154
taxon:64471|organism:synechococcus sp. (strain cc9311),target_bacteria,taxon_organism,125,64471,Synechococcus sp. (strain CC9311),synechococcus sp.,False,False,False,False,False,True,0
taxon:64495|organism:rhizopus oryzae (mucormycosis agent) (rhizopus arrhizus var. delemar),target_fungi,taxon_organism,5,64495,Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar),rhizopus oryzae,False,False,False,False,False,False,0
taxon:644|organism:aeromonas hydrophila,target_bacteria,taxon_organism,13,644,Aeromonas hydrophila,aeromonas hydrophila,True,True,True,True,True,True,194
taxon:64518|organism:mortierella alpina (oleaginous fungus) (mortierella renispora),target_fungi,taxon_organism,5,64518,Mortierella alpina (Oleaginous fungus) (Mortierella renispora),mortierella alpina,False,False,False,False,False,False,0
taxon:645657|organism:bacillus subtilis subsp. natto (strain best195),target_bacteria,taxon_organism,2,645657,Bacillus subtilis subsp. natto (strain BEST195),bacillus subtilis,False,True,False,True,True,True,179
taxon:645|organism:aeromonas salmonicida,target_bacteria,taxon_organism,2,645,Aeromonas salmonicida,aeromonas salmonicida,True,True,True,True,True,True,181
taxon:648682|organism:clitopilus passeckerianus (pleurotus passeckerianus),target_fungi,taxon_organism,1,648682,Clitopilus passeckerianus (Pleurotus passeckerianus),clitopilus passeckerianus,False,False,False,False,False,False,0
taxon:648|organism:aeromonas caviae (aeromonas punctata),target_bacteria,taxon_organism,2,648,Aeromonas caviae (Aeromonas punctata),aeromonas caviae,True,True,True,True,True,True,187
taxon:649831|organism:actinoplanes sp. (strain n902-109),target_bacteria,taxon_organism,1,649831,Actinoplanes sp. (strain N902-109),actinoplanes sp.,False,False,False,False,False,True,0
taxon:65058|organism:corynebacterium ulcerans,target_bacteria,taxon_organism,1,65058,Corynebacterium ulcerans,corynebacterium ulcerans,True,True,True,True,True,True,169
taxon:65067|organism:pseudomonas sp. (strain p51),target_bacteria,taxon_organism,4,65067,Pseudomonas sp. (strain P51),pseudomonas sp.,False,False,False,False,False,False,0
taxon:650|organism:aeromonas jandaei,target_bacteria,taxon_organism,1,650,Aeromonas jandaei,aeromonas jandaei,True,True,True,True,True,True,168
taxon:651740|organism:pseudomonas cedrina,target_bacteria,taxon_organism,1,651740,Pseudomonas cedrina,pseudomonas cedrina,True,True,True,True,True,True,157
taxon:652616|organism:mycobacterium tuberculosis (strain atcc 35801 / tmc 107 / erdman),target_bacteria,taxon_organism,6,652616,Mycobacterium tuberculosis (strain ATCC 35801 / TMC 107 / Erdman),mycobacterium tuberculosis,False,True,True,True,True,True,147
taxon:655812|organism:aerococcus viridans (strain atcc 11563 / dsm 20340 / ccug 4311 / jcm 20461 / nbrc 12219 / nctc 8251 / m1),target_bacteria,taxon_organism,1,655812,Aerococcus viridans (strain ATCC 11563 / DSM 20340 / CCUG 4311 / JCM 20461 / NBRC 12219 / NCTC 8251 / M1),aerococcus viridans,False,True,True,True,True,True,192
taxon:65784|organism:phaeosphaeria sp. (strain l487),target_fungi,taxon_organism,1,65784,Phaeosphaeria sp. (strain L487),phaeosphaeria sp.,False,False,False,False,False,False,0
taxon:65786|organism:hydrogenophaga intermedia,target_bacteria,taxon_organism,1,65786,Hydrogenophaga intermedia,hydrogenophaga intermedia,True,True,True,True,True,True,153
taxon:659244|organism:saccharomyces uvarum (strain atcc 76518 / cbs 7001 / clib 283 / nbrc 10550 / mcyc 623 / ncyc 2669 / nrrl y-11845) (yeast) (saccharomyces bayanus var. uvarum),target_fungi,taxon_organism,3,659244,Saccharomyces uvarum (strain ATCC 76518 / CBS 7001 / CLIB 283 / NBRC 10550 / MCYC 623 / NCYC 2669 / NRRL Y-11845) (Yeast) (Saccharomyces bayanus var. uvarum),saccharomyces uvarum,False,False,False,False,False,False,0
taxon:659|organism:photobacterium phosphoreum,target_bacteria,taxon_organism,8,659,Photobacterium phosphoreum,photobacterium phosphoreum,True,True,True,True,True,True,166
